#{"t_start": 1543313959.4526627, "env_id": "TutankhamNoFrameskip-v4"}
r,l,t
1.0,462,59.483669
2.0,830,113.763692
32.0,983,271.368323
30.0,951,424.047027
4.0,542,511.025639
75.0,1478,748.436449
51.0,3298,1276.117385
8.0,430,1344.973615
51.0,1859,1640.875468
59.0,846,1775.878757
65.0,1040,1941.454713
51.0,834,2074.08712
44.0,701,2186.158983
39.0,587,2279.759554
55.0,733,2397.312187
36.0,588,2491.242928
46.0,1700,2761.607435
72.0,1273,2964.63928
3.0,361,3022.301164
23.0,423,3089.88113
33.0,678,3198.000791
40.0,551,3285.564471
25.0,683,3394.414708
29.0,412,3460.223398
36.0,595,3555.861316
80.0,1028,3720.340369
33.0,559,3809.40898
22.0,308,3858.691484
24.0,577,3950.472061
87.0,3506,4511.079811
1.0,390,4573.417805
23.0,273,4617.099364
40.0,531,4702.351568
55.0,773,4826.071711
42.0,662,4931.796857
59.0,809,5061.27135
48.0,816,5191.702959
21.0,290,5237.995361
1.0,328,5290.545697
2.0,297,5337.998051
30.0,729,5454.392698
